review_body_-1,review_body_0,review_body_1,__joinsource_column_name__
-0.0014030716697104317,0.002462293486968692,-0.001038638421608118,1784
-0.048299074314428814,0.03553632098323822,0.012287939221283573,1789
0.007524188470630633,0.07253097812426756,-0.08109648484057519,1068
-0.016246489994502844,0.001974235112406686,0.014124412229028938,555
0.03794558998675335,0.1021023455143788,-0.14404217584273693,238
-0.0184388083676702,0.03734642954993117,-0.0189053327409493,1829
-0.07212608230324125,0.004955264628993317,0.06524732571502778,916
-0.012997169077882287,0.02158695414427414,-0.008519233887782529,234
-0.060216562232515924,0.03791700081669691,0.0214856779608249,1728
0.014733389959033505,0.05802134056029484,-0.07344896254032196,1405
-0.07221835404964938,0.05132252362617695,0.01971840443998274,822
-5.040967436885646E-4,7.638755502781258E-5,4.256203820102167E-4,246
0.05890824819213247,0.049374635331050465,-0.11035310714037405,984
-0.015999899303812293,-0.03527617840233033,0.050094156970328485,420
-0.07217943727111631,-0.010571977877803507,0.08027969792171818,1541
-0.09225742254768676,-0.0262379167953658,0.11403856746075469,1451
-0.012794752540076448,-0.011178333229271975,0.023622833991768677,1594
-0.03424231095493602,0.06831772455604534,-0.03460158274083802,849
-0.03618503305022358,0.015595102041834119,0.020242927936934274,322
0.07120870935406687,0.027639117258751567,-0.10074467697564582,1972
-0.025885588323309783,0.005864717490433713,0.019760262776803983,1255
0.027605545180339974,0.027988899016936464,-0.05586251455309377,283
-0.013772486906728276,0.049262173843204415,-0.035609636928013,1597
0.05506398062281159,0.07468817558453589,-0.13292414146160259,999
-0.06583251955977842,-0.014276173666291636,0.07782327396288513,432
0.10380692047398121,0.010366498013663517,-0.11750937705947784,381
-0.0536924569562478,0.04177002532033636,0.01132327577392589,316
0.10868038198346541,0.02960504716505241,-0.14278517682230518,1751
0.017386680618422523,-0.00789461974836747,-0.009562243794560388,14
0.005415016645070381,0.08667015514449716,-0.09369942680538712,45
0.06014955219256102,0.08079134533329091,-0.14483015328560989,1346
-0.011031635457910638,0.04582523299917951,-0.03486563410750154,1306
-0.025289090478363363,0.03916519833881971,-0.013938080135733055,59
-0.02428735795257919,0.048927810685460815,-0.024779321204868587,15
0.055073729699349316,0.06370983378398554,-0.12133348268328403,637
-0.07533280191010228,0.015728276513253037,0.05781968014924033,1349
-0.0843638224203529,0.00947309263969609,0.07245547148068754,364
-0.013901412020049464,0.007071050369270138,0.006787859661554374,1217
-0.06437422299088391,0.05150032842369667,0.011964603127624707,196
-0.011643949000322507,0.008786378640173842,0.00286024307938082,1112
0.08801541494972187,0.020233945207830728,-0.11087119608108476,1946
-0.030270978420950057,0.06264035468832074,-0.03275698842230923,409
0.10058310820801264,0.03435376084950015,-0.13902711796664524,1319
-0.05890641417544629,-0.00467977866342284,0.06198369837407136,688
-0.0696317958282574,0.07333151215590683,-0.004918709848508396,1664
0.003107064287645067,0.014884151491425857,-0.017881617059146704,1785
-0.03090875018955641,0.06140240438589406,-0.03086169549724227,1954
-0.03300123156406498,0.02109679991243396,0.011690903202873248,1755
-0.017535731925442555,0.03520007633530975,-0.017644413012269045,1056
-0.040624109754089366,0.008851774424219028,0.031196418751939348,299
-0.06353281532354305,-0.009853485354702096,0.07138728735084965,1696
-0.05667301347731224,0.005063724176071482,0.05038795932511808,1560
-0.030866200582271963,0.03754103177383317,-0.006796997604843091,247
0.0574183225052588,-0.02824618909335974,-0.03000107723178358,1270
-0.06504717679751948,-0.0011985740830308123,0.06447401465886438,1001
-0.10621067386930794,-0.00290096489775149,0.104803353651018,1006
-0.012817242580875465,0.025778285117732835,-0.012885796738195343,1164
0.07194854272530282,0.013206471459124569,-0.0866948430299379,981
0.058005555704417566,0.07553426924779183,-0.13694640940530056,136
-0.0016473786877553298,0.00401183713162645,-0.0023290926069984286,1688
0.06585270793280285,0.06528630154324278,-0.13442760421990296,556
-0.006770349190886149,-0.12474951486405661,0.12480222529077334,501
0.07153132527368322,0.04827200026634526,-0.1225470494968397,748
-0.055931404352384195,0.03291072753382629,0.022307993726257136,366
-0.061970643929023184,-0.013432961343022742,0.0733447812059419,133
-0.06292669957304653,-0.016407952280532823,0.07711009329262963,1416
0.06909395291901588,-0.10356045174353323,0.030810588907670078,1896
0.009039295701808281,0.010208066259124626,-0.01916047783679653,596
0.0,-1.349621087110009E-7,1.3330717940629455E-7,169
-0.031236972405699004,-0.005614824927719475,0.036221070363025354,285
-0.02600923155975976,0.07744849042155033,-0.05219188964384491,1080
-0.006971144866890322,0.03938605855022925,-0.03241200500151975,826
0.0038229647054940363,-0.0013470969690481116,-0.002473844187997898,1067
-0.014976007448124107,0.030774350016765095,-0.01574478148982561,426
0.03623836873936226,0.08768962908854339,-0.12684141555059536,792
0.027967510170814558,-0.035665754406415506,0.0070713008647331765,848
-0.017967673726927313,0.005338828919487448,0.012505292584253591,1941
-0.002004014166858026,0.004058334896702487,-0.0020202679291208003,1241
0.07346086135026197,0.03203613961494889,-0.10766935095614827,177
-0.002382834948595036,0.002121106198487599,2.720679243901625E-4,1824
0.06766389767145486,-0.02850447811190715,-0.04025881108624674,923
-0.022317488093176352,0.02950789536303,-0.007196231461371716,965
-1.366435574612357E-4,5.848673434573071E-4,-4.41811746118681E-4,201
-0.07429040516425955,0.03809477459850108,0.03485483084518848,233
